comment,keyword,season,sentiment_association,topic_category
求婚段超级感动的",正果,6,positive,剧情
大爱chandler 和M在一起超幸福的感觉,感觉,6,positive,演员
第六季我終於總結出David串這六個人的感情關係的基本邏輯了：一定是一方愚蠢一方聰明：起初是古生物博士Ross和富家二貨Rachal; 現在是IT精英Chandler和處女座廚娘Monica， 所以一智一二的標準配置會持續下去，因此神經質的Phebe和文盲演員Joey是不可能在一起的.,這六,6,neutral,剧情
哦亲爱的莫妮卡和钱勒德，祝你们幸福~????,钱勒,6,positive,情怀
这季有些地方觉得有点牵强，像是编不下去了，但最后两集还是蛮感人的。。,感人,6,neutral,剧情
求婚鸟,求婚,6,neutral,剧情
独居单身人士休闲必备良品~~^O^,人士,6,positive,剧情
恭喜Mon和钱钱！喜欢这季，特别喜欢平行时空的那两集，钱钱和Mon真的是天生一对。这季的Joey真是史上最好朋友典范了，放弃美人室友、不看菲比的片，真是太暖了。,joey,6,positive,剧情
浪漫的第六季,第六,6,positive,情怀
CHANDLER向MONICA求婚了！！！！！！！！,求婚,6,neutral,剧情
钱莫CP就是最好磕的，他们这一路走来好甜蜜，最后莫妮卡和钱德勒的求婚看的人感动，纯爱战士泪目了！这一季的罗斯依旧搞笑担当，瑞秋颜值达到了巅峰，乔伊终于有了工作还当上了船长，菲比的神经质依旧搞怪浪漫。有时候再回看前几季，发现岁月真的不饶人啊，六人在变老，但记忆也更深刻了，继续开心下去吧！,目一,6,positive,情怀
还有4季就补完了还是有点不舍……,完不舍,6,positive,情怀
本季最后一首：wonderful tonight,tonight,6,positive,情怀
对的两个人即使满身缺点也能契合有爱，你看莫妮卡和钱德勒。一直都很喜欢菲比的神经质哈哈哈??,缺点,6,positive,剧情
求婚好感人。,求婚,6,positive,剧情
这季怀旧气息好浓，最后几集各种煽情,气息,6,positive,情怀
虽然Monica和Chandler终于结婚了，半夜两点感动得稀里哗啦。。。不过如此明显地拖了一整个季，还是四星吧,半夜,7,neutral,剧情
看到第七季开始觉得不太有意思了。,有意思,7,negative,剧情
and it was more troubling for me to witness the failing conditions of chanchan,chanchan,7,negative,剧情
不愧是史上最经典sit com！发现连big bang好多梗都是模仿friends的呀~不过从头到尾都还是对monica喜欢不起来，长得倒很美身材也好，就是角色不讨喜~,模仿,7,positive,情怀
休憩63 婚礼季。Gary Oldman客串。chan邀请trans father出席婚礼，一度逃跑又回来，见证了他与自己和解的过程。mo越来越有神经质的味道了。Joey还是可爱有趣得不行,出席,7,positive,剧情
又看完一季啦,一季,7,positive,剧情
其实很多桥段模式化到大概都能猜到会发生什么了，但好在没有过分兜售情怀以至于在做喜剧这件事上自暴自弃（对比某抄袭作品后期的原创剧情）。,兜售,7,positive,剧情
这是我的治愈剧,治愈,7,positive,剧情
这季Chandler怎么忽胖忽瘦的？,chandler,7,neutral,演员
钱德终于和莫妮卡结婚了，恭喜第一对。ps现在才发现爱情公寓真的好会抄,莫妮,7,positive,剧情
钱德跟莫妮卡终于结婚了，结婚时不亚于求婚，依旧很感人……,结婚,7,positive,剧情
真是每集都能被Joey蠢哭!,joey,7,positive,演员
结婚vow又泪奔了,vow,7,positive,剧情
love and marriage  感动,love,7,positive,剧情
照第六季减半颗星但依然五星加。真心有点舍不得看了，怕看完了会很失落。,依然,7,positive,情怀
这季Rachel和Monica都老了好多，Chandler 的状态也很迷。,好多,7,neutral,情怀
让我相信永远。ChanChan老爸那集大泪点。,永远,7,positive,情怀
老友记的牛逼之处在于每季都是高水准，不像现在的一些剧，三四季过后就开始走下坡路了。,像四季,7,positive,剧情
这季就有点肥皂剧的感觉了。。恭喜Monica和Chandler！,恭喜,7,positive,剧情
边哭边笑的看完婚礼,婚礼,7,positive,情怀
凡事包容，凡事相信，凡事盼望，凡事忍耐。爱是永不止息,止息,7,positive,剧情
肥皂到极点也是一种胜利,胜利,7,positive,剧情
最后那个宣誓chandler的声音怎么可以那么温柔！~,声音,7,positive,演员
"这一季基本就是围绕M和C的婚礼筹备进行的   对我来说感觉笑料略低  虽然依然是毫无悬链的五星   薇诺娜瑞德和詹妮弗的世纪之吻啊  短发的瑞秋也甜
难忘钱德勒和莫妮卡构思新房也不忘记要给乔伊留间房养老",感觉,7,positive,剧情
看的我眼泪哗哗的,眼泪,7,positive,情怀
"钱莫订婚了
大家都过30岁了 oh yeah",订婚,7,positive,剧情
莫妮卡和钱得要结婚了,结婚,7,positive,剧情
其实我特期待俩配角的出现：Janice和Joey的烟枪经纪人。“Oh~~My~~God~~”,配角,7,positive,情怀
Monica和Chandler结婚喽！,结婚,7,neutral,剧情
结局又是一个大雷,大雷,7,negative,剧情
爱情公寓的灵感源泉。,灵感,7,positive,情怀
小钱钱结婚啦,结婚,7,neutral,剧情
围绕着C和M婚礼展开的一季，中间穿插了很多前几季的review，很温馨，戴眼镜的Chandler秀色可餐，暴瘦是因为吸毒的缘故么...,展开,7,positive,演员
Friends的第七季持续带来更多触动、更多惊喜，以及更多美好时光。,带来,7,positive,剧情
我最爱的第七季,第七,7,positive,情怀
这一季的monica和前几季格外不同，变得更美了，也安静很多，好像等待成为另一个身份让她更变得温和了吧。不过Chan的变来变去让我不太能把注意力集中在他的笑话上面。其他人还是老样子，Ross的偏执越发严重，Rachel的成长却十分明显，Pheobe和Joey依旧还是最善良可爱的人儿。,好像,7,neutral,演员
突然感觉到rachel是个悲剧角色，想想有点难过。,悲剧,7,neutral,剧情
到后面几季，Ross开始让人有些烦，反倒是Joy后来居上了。,后来居上,7,neutral,剧情
Monica我有点欣赏不能 Monica和Chandler结婚了,结婚,7,positive,演员
哈哈，这部还挺喜欢。,喜欢,7,positive,剧情
其实还是很喜欢瑞秋和罗斯这一对儿啊。其实六个人里面最幸运的应该是Joey了吧，有Chandler这样的好哥们儿愿意在他没钱的时候毫无怨言的养着他，还肯在他交不起房租的时候上赶着借他钱，这样的友情真是几辈子修来的福气，打着灯笼也难找~ps恶作剧那集真的太爆笑了好嘛！！！,幸运,7,positive,情怀
钱德宝的幽默能被他们理解是多好呀。。,幽默,7,positive,演员
越看越觉得爱情公寓的主创真的太贱了,主创,7,negative,演员
终于结婚了,结婚,7,positive,情怀
11227：差点以为第七季没有让我很惊喜的客串明星了，结果EP20冒出薇诺娜·瑞德，EP23 & 24 杀出加里·奥德曼。上季中越来越胖的钱德勒在这季前几集里瘦回来些了，可后面又慢慢胖回去了，然后从EP3开始戴眼镜了。这一季的同性元素也多了不少：EP3钱德勒蒸汽房裸体误坐岳父身上、EP4泰格等人的同性恋传闻、EP6罗斯与乔伊的沙发好眠、EP16罗斯的蕾丝前妻卡罗尔难得又出场、EP18罗斯被男学生“表白”、EP20瑞秋与大学朋友梅莉（薇诺娜·瑞德饰演）的“姬情”之吻，这一集菲比也吻了瑞秋、EP22钱德勒的异装“变性”生父终于亮相……第六季求婚成功的钱德勒与莫妮卡第七季终于也一波三折地结婚了。,明星,7,neutral,演员
Chandler为什么越来越胖哇！~,越来越,7,neutral,演员
薇诺娜瑞德和加里奥德曼，备婚与结婚，大概是最好的段落了。 22.7 一个人看就会看很慢,奥德曼,7,positive,演员
最爱joey,joey,7,positive,演员
rachel几乎每季结尾都要甩重磅炸弹！,重磅,7,positive,剧情
继续保持一年看一季的速度。陪伴了我7年的剧。这才叫老友。现在的区别是与女朋友一起看啦。希望第十季就是和老婆一起看了。,朋友,7,positive,情怀
一场完美的婚礼。他们全都30岁了。Chan跟父亲和解的那一集好感动。,婚礼,7,positive,剧情
C和M从订婚到结婚的这一年，C的颜值下滑真的太可怕了。他的两个妈妈还蛮cool的啊～Joey主婚好温馨哦～2R没有作妖，很愉快，结果结尾突然怀孕了，预感第8季又要狗血了。没想到Joey和R居然还蛮适合住在一起的～,下滑,7,positive,剧情
钱德勒最帅的一季~,最帅,7,positive,演员
714 30岁那集很有感触啊。,那集,7,positive,剧情
"“Yes, u do!” Chan和Mon终于结了。Joey和Phoebe虽然经常脱线，但在关键时刻，对朋友是最仗义的。这一季客串大牌比较多：苏珊·萨兰登、加里·奥德曼、赖德… 同时也是泪点快赶上笑点的一季，因为看的人知道，离大结局也不远了。",脱线,7,positive,剧情
里程碑式情景喜剧！★★★★★,情景,7,positive,剧情
一直以为让人从头笑到尾的喜剧才是可爱的，七季看完，看着怯懦的Chandler和强势的Monica的婚礼，突然就哭了，不再英俊并且有点小胖的Chan很认真地拉起了那个唠唠叨叨的老女孩的手，没什么好说的了。,强势,7,neutral,情怀
好吧。这季赶得特别不容易。要在2011年6月电影版出来前整完10季..........你可以的！,电影,7,positive,情怀
经典看来早晚还是要看的。。,早晚,7,positive,情怀
苏珊萨兰登,萨兰,7,neutral,演员
钱德勒的把拔好有气质。。。钱德勒的玛麻也好有气质。。。看到钱德勒留字条然后逃跑的时候还是很有感的。越来越喜欢罗斯了，卖萌装傻的表情很好。瑞秋怀孕了？？？O~M~G！,表情,7,positive,剧情
特别特别爱你们,特别,7,positive,演员
5季过后菲比简直开挂的状态,过后,7,positive,演员
么么哒终于结婚啦。,结婚,7,positive,情怀
这一季差点,差点,7,negative,剧情
Joe为Phoebe实现愿望，暖心小可爱的特质好讨喜。Chandler &Monica 结婚啦。,可爱,7,positive,剧情
这一年，安妮斯顿与皮特结婚了。,斯顿,7,neutral,演员
婚礼反倒没有求婚那么大的后劲，Rachel永远能给人惊喜。,永远,7,positive,情怀
they finally got married！！！,married,7,positive,剧情
小钱钱和莫妮卡结婚了……,结婚,7,neutral,剧情
钱同学皮相略显扭曲了 又一场婚礼 靠谱男彻底养成咯~,同学,7,positive,演员
看到第七季 我得说 薇诺娜·瑞德出演的E20会是我印象最深的一集！最后两集好好看呜呜！谢谢这部剧陪我吃饭陪我不开心??_??,印象,7,positive,情怀
原来是想十季的老友记没办法坚持下来，但是心里有时候总是会想他们六个人接下来会如何呢，所以还是把第七季下下来，现在源真不好找啊。看完，可能笑点没前面的多，有些是重复的桥段，但是越来越温情与感动，我想会在毕业之前看完的，恩~~,有时候,7,positive,情怀
这一季看得有些慢，感觉最后两集就像是之前一定要分前后篇那样制造出戏剧冲突。钱莫恋稳定下来之后确实一些戏剧冲突和新人减少了，不过两位best friend能走入婚姻也是让人祝福啦,制造,7,neutral,剧情
不知道寒假前能把这十季看完不？,十季,7,neutral,剧情
看到莫妮卡和钱德勒的结婚，如同看到童话的美丽结局，不过这又将是另一个美丽故事的开始，哈哈～结婚的准备原来可以这么久...,结婚,7,positive,情怀
这季开始，莫妮卡开始有整容面容了,整容,7,positive,演员
第七季到第八季的剧情是最扣人心弦的。,第八,7,positive,剧情
Chandler真好 在他预想的婚姻生活里不仅有和Monica的未来还愿意把Joey养在自家车库啊哈哈哈哈,未来,7,positive,演员
中间有几集确实是很无聊啊···,确实,7,neutral,剧情
They are married!!,married,7,neutral,剧情
永远的大爱~~~,永远,7,positive,情怀
这季感动的集好多~~Chandler向Monica描述他对未来生活的畅销；Joye安慰Phoebe没有完成31岁的愿望；写誓词的时候回忆过往；最sweet当然是婚礼啦，Chandler的话好感动~,描述,7,positive,剧情
最好的Joey，最好的Phoebe，最好的Chandler，最好的Monica，最好的Ross，最好的Rachel，最好的六人行。,人行,7,positive,情怀
结婚真美好。。,美好,7,positive,情怀
“我曾经以为这件事很难，但是当你走到我面前时，我发现其实很简单”，见识过那么多分分合合，我们也会像Chandler那样迷茫想要逃避，但是跨越之后就会明白，其实没必要浪费那么多时间纠结，该发生的总会发生，不如交给时间。比起Rachel30岁生日的时候才发现安稳比未知的快乐更重要，也许像Monica目标明确一些，幸福会更简单。所以我要立个flag，30之前结婚，32岁之前生娃，好歹有人陪我一起变老，不会太悲催。,发现,7,positive,情怀
钱德和莫妮卡结婚了~,结婚,7,positive,剧情
2021.3 离职的时候实在太无聊，把一些当年没有好好收尾的又捡起来看。但是最开始说半年看一季friends，5年看完，结果中途停在了第六季也没有继续下去，因为就是不喜欢sitcom，就真的没法和这里的人vibe起来。不过也是每天看一集，补完了第七季,半年,7,neutral,情怀
悄无声息的到了第七季 开头确实有点看不动了 但是最后又埋伏下包袱 还有动力 不在乎老友们的皱纹 在乎的是足够的治愈,确实,7,positive,情怀
阿钱和老莫的婚礼,婚礼,7,positive,剧情
Monica和Chandle终于结婚了T_T,结婚,7,positive,剧情
"终于结婚了

这一季的最后又来了个Surprise

Chanlder终于又瘦回去了
他最理想的未来还有把Joey养在车库里
很感人
有这样的朋友这一生也没什么遗憾了

Winona Ryder来客串了一回",结婚,7,positive,情怀
So Chandler and Monica终于准备了一季之后步入婚姻殿堂，而Rachel也要跟Rose修成正果了吧！都有了孩子的羁绊…相比这两对儿，本季出彩的还是Joey and Phoebe，期待更多精彩故事~小钱钱不要再瘦了,婚姻,7,positive,剧情
最喜欢的一季。台词除第一季之外最熟的一季。,台词,7,positive,剧情
"2011,07,13","",7,neutral,情怀
婚礼很感人。,感人,7,positive,情怀
小钱钱吓我一跳。,小钱,7,neutral,演员
每个人都有缺点，每个人都值得被爱。,值得,7,positive,剧情
前半季很乏味 后半季进入婚礼主线后拉回不少分,婚礼,7,neutral,剧情
最后两集一边狂笑一边大哭，钱德勒身上有太多能带入的地方。生活的魅力还没来得及向我全部展现，又对未来的日子燃起希望。 瑞秋明显老了啊??，钱德勒越来越有味道了。 另外真的真的很想参加朋友的婚礼，速速结婚啊,钱德勒,7,positive,情怀
特别开心有一个可以评论十个的剧，开心,开心,7,positive,剧情
钱德勒的眼镜真别扭,眼镜,7,neutral,演员
看到莫妮卡和钱德结婚莫名的幸福感油然而生，慢慢的爱上了每个角色。,莫名,7,positive,情怀
老钱为啥突然戴上眼镜了？,为啥,7,neutral,剧情
终于到结婚季。,结婚,7,positive,剧情
不知不觉就到第七季了。,第七,7,neutral,情怀
monica和chanchan终于结婚了！,结婚,7,positive,情怀
这一季的第一集中Chandler好瘦，后来就又恢复了。都追到第七季了，不给五星不可能啊~！,第一,7,positive,演员
浓浓的温情,温情,7,positive,情怀
笑点渐渐被泪点赶超。,赶超,7,neutral,剧情
chandler 和 monica 结个婚可真不容易，不过终于还是结了。·那种简单欢乐的生活，带来的是更舒适的窝心。,结个,7,positive,剧情
看到钱德设想和mon结婚后的场景描述，被感动的一塌糊涂…,场景,7,positive,情怀
钱勒 瘦了瘦了!!!!   2012 5.22看完~,钱勒,7,neutral,演员
这一季好好笑。。哈哈,好笑,7,positive,剧情
TATmon和chan终于结婚了这绝对是编剧偏心啊，用了一整季在地下党用了两季订婚结婚，其他人就匆匆说过去了吧？rachel有了ross的娃你们还不准备在一起嘛！还有joey和phebe现在完全没火花啊虽然已经费力铺垫很多了但……。还有三季，怎么办怎么办，人生都要黑暗了。TAT,结婚,7,negative,剧情
比上一季有趣。看过《神烦警探》之后很难觉得钱莫恋或者他们六个人的友情有什么令人赞叹的地方，尤其是即使说是best friend和soul mate，最后一集Chandler的恐惧都还是不能向Monica说而是要靠逃避，朋友们也还是一直说white lies，如果钱莫是像剧里塑造的很容易不信任人的人的话，这样的信任程度根本不足以支撑他们做夫妻或者best friend，像我的话我早就会逃走了。剧里的人物塑造都有这样的毛病，明明都有很值得挖掘的back story，结果每次这些性格问题都变成了些无意义的小打小闹，被sugar coated变成皆大欢喜的很肤浅的“事情都会变好”的结局，这样的喜剧只能说是维持表面的体面而已，好的喜剧是能够深层地治愈人的，让人真正相信再遍体鳞伤的人也能得到救赎。,友情,7,negative,剧情
终于结婚啦55555555~从第一季到现在，其实很多时候不是被笑料逗笑的，而是感动于那些小小的温馨和默契，友谊万岁！！！！！！【9.8】,结婚,7,positive,情怀
Monica和Chandler越来越甜蜜，他们的相处方式，很值得情侣们借鉴。哈哈，Joey的How you doing~~说得百转千回。居然有点舍不得看下去，看完就没得看啦~,甜蜜,7,positive,剧情
第七季了，六位主演，只有chandler的颜值正在以过山车的速度下滑，Joey还是那么可。,chandler,7,neutral,演员
加里·奥德曼的友情客串实在太让人惊喜了！！！钱德勒和莫妮卡的爱情长跑终于荒诞又美满的落幕～浪漫的一季！但让人烦躁的是无论Friends每季多出色，总会有一个角色论文比傻逼还要傻逼的傻逼……这季Joey绝对中枪。,长跑,7,positive,剧情
对我来说笑点最冷的二人结婚噜，这季又看到钱德勒瘦下来~,结婚,7,positive,演员
这一季格外好看！,一季,7,positive,剧情
只剩第十季了，怎么办？,第十,7,positive,情怀
最羨慕的是他們30多歲了還是那麼親密無間,最羨慕,7,positive,情怀
“成年人的童话故事”。 最完美的弹幕了。,童话,7,positive,剧情
现在才知道爱情公寓有多过分,公寓,7,negative,剧情
M在订婚之夜风头被抢；Rachel的帅男助理；C的照相表情；J和R午间小憩；R在图书馆；Rachel的30岁大关；婚纱大减价；C的爸爸；C和M的婚礼,夜风,7,neutral,剧情
说实话这部配不上五星，因为Monica父母那些举动真的让我火大，气得我真的一直生气，可是啊，这季的最后钱莫真的结婚了。看到最后一集Monica穿着婚纱出现在现场直接就哭出来了。好心疼她，好心疼Chandler，他们两个因为原生家庭受了太多的苦，但是又找到了彼此的挚爱，真的足够了。,monica,7,positive,剧情
越来越爱Joey啦,joey,7,positive,演员
我第一次看friends是从此季开始，记忆非常久远。当时版本字幕翻译还很差，把伴娘翻成“荣誉女仆”，那个时候“机翻”AI都还很落后呢。ep01 Mon觉得Rach和Ross重修旧好是抢风头，Rach为友谊心烦的倾诉，而Ross只想着bonus night，又人间真实了。Ross的角色设定讨嫌多过可爱，但给Phoebe自行车最sweet了。Aniston的喜剧节奏感很不错。Chan第一集瘦得不接上季戏，第二集有眼见胖起来，想来Perry生活有起伏。本集客串嘉宾Susan Sarandon最高,设定,7,positive,演员
快乐的时光总是过得特别快。,时光,7,positive,剧情
第1000部以这个温暖的剧集标记,温暖,7,positive,情怀
原来爱情公寓抄袭的真多~,公寓,7,negative,剧情
这一季，Rachel 30岁了，并且和24岁男友说了再见??，更成熟了，想到我自己，2025年，也已步入30s 时代。,rachel,7,positive,剧情
整个一季的题目就叫“婚礼进行曲”，泪点太多了。,进行曲,7,positive,剧情
不用多说，往下看就是了，但是又怕看完没得看了！！,没得,7,positive,剧情
只剩下3季了 捨不得看了TAT,tat,7,positive,情怀
整体看来前七季人物定位准确，即能单纯消费性格设计本身又能使其有力推动剧情发展，每集的剧本发挥稳定中又能出新，偶尔还有非常出彩的单集，还有三季就结束了，十年岁月浓缩在几个月看完，有点感慨。到这一季越来越喜欢Joey了。,性格,7,positive,剧情
哈哈哈哈看到下面一条评论：“就是觉得chanlder自从和monica订婚后就再没有以前那么好玩儿了，也可能跟本人在现实生活中吸毒的原因有关”哈哈哈这不就跟我前两天胸部过敏去百度知道结果有人回答我说少上网一样吗哈哈哈哈,订婚,7,neutral,演员
订婚啦订婚啦~马修开始发福,发福,7,positive,演员
二刷，到这季有种想弃的感觉，关于结婚的一切太拖沓，又没有其他主线,感觉,7,negative,剧情
有几集还是很爆笑的。有人说最幸福的人莫过于乔伊和菲比，他们生活在自己的世界当中，即使是给别人带来麻烦与负担也毫不自知。当然也是因为有如此深厚的友情作为资本。这一季开始逐渐看出角色身上招人反感的性格特征。Monica最甚，Joey次之。演员也都变得好老~,莫过于,7,neutral,剧情
罗斯在图书馆里的博士论文~~又是一年感恩节~~钱德勒学习圆滑手塞钱+变装圣诞节~~送错的奶酪蛋糕~~钱和莫终于结婚啦！！！,论文,7,positive,剧情
终于结了一对儿！,终于,7,positive,剧情
这一季的笑点好像没太踩在点上，一个婚姻也折腾了一个季度，主题也疲累，但最后钱德勒的结婚誓言让这一季停在了感动的位置：你以为很难，你以为这是一个阶段到另一个阶段的跨越，但是当你真的走过去，你发现很简单，它其实就是一段路而已。,婚姻,7,neutral,剧情
mc痛的死去活來 躲在家做一天病貓。但也終於有機會完成這個跨度長達兩年的漫长观看過程。依然昰笑點密集 有幾處看得幾乎笑出聲來。前段時間看了破產姐妹 但昰並不喜歡。我不喜歡那種充斥著各種金錢觀和價值觀的笑料 我喜歡的昰最好的朋友都在身邊 想愛的人就住在對面。這也是我喜歡老友記的原因。,幾處,7,neutral,情怀
终于结婚了TAT 戴眼镜的Chandler简直太帅气>///<,戴眼镜,7,positive,演员
想赶紧看第八季阿,第八,7,positive,剧情
他们结婚了，瑞秋怀孕了，这一季莫名的就要人感动。注定是过渡的一季。,怀孕,7,positive,剧情
这一季带给我的感动真的过于珍贵了，谢谢老友记这部剧陪我度过了很多个孤独无聊的时刻。也很悲痛钱德勒的演员离世。记录一些很喜欢的片段：罗斯送菲比单车圆她的童年梦，骗她单车有灵魂，要好好学骑车，她一边说他在鬼扯一边悄悄对单车说别死噢；菲比和最好的前男友道别 乔伊安慰她 他根本不懂什么是科学 却许下愿意试试搞发明的承诺 让菲比开心；瑞秋和钱德勒趴在地上吃蛋糕，乔伊直接加入；乔伊追上菲比给她31岁的生日愿望“完美的吻”；Ross和儿子一起整蛊瑞秋；乔伊安慰钱德勒“She wants you for the rest of her life”; 钱德勒的父母；钱德勒以为莫妮卡怀孕后并没有吓跑而是买下婴儿服；最后的婚礼。,时刻,7,positive,情怀
重温。薇诺娜·瑞德和加里·奥德曼两位客串印象最深刻，结婚戏码真是情景喜剧屡试不爽的季终伎俩。另外，结尾也被某剧抄去了啊。,屡试,7,neutral,演员
看到chanchan不断成长，把自己从恐惧婚姻和责任的阴影中拽出来，愿意面对毫无波澜的未来，接受自己所恐惧的承诺带来的所有未知就太感动了...五味杂陈 还有friends贯穿每一集的包容 尊重 理解的精神很难不让人动容 这就是普通市民相互扶持的人性之光 啊TT,成长,7,positive,情怀
OMG真的是加里·奥德曼和薇诺娜·瑞德,加里奥,7,neutral,演员
老友记真是百看不厌~大学里看了四年,老友记,7,positive,情怀
浑身都是缺点的六个人却依旧如此讨喜。越来越喜欢Joey和Phoebe了。,依旧,7,positive,演员
越來越不愛看……覺得編劇已經逐漸變成為編劇而編劇了……,越來,7,neutral,剧情
钱德勒绝对是个超级吐槽男 另外 最后一集又留了个悬念······,超级吐槽,7,neutral,剧情
开始喜欢上Joey啦！Monica和Chandler终于结婚了，Rachel怀孕鸟,结婚,7,positive,剧情
学英语口语最好的教材,口语,7,positive,剧情
钱德勒这个人物真的很饱满，还有瑞秋，从第一季到第七季瑞秋给人最大的感觉就是成长，越来越好，越来越会体谅别人,瑞秋,7,positive,剧情
不是我最喜欢的，但是无比佩服,佩服,7,neutral,剧情
最后那一集反复看过无数遍！！！,无数,7,positive,情怀
有情人终成眷属 Chandler&Monica,有情人终成眷属,7,positive,剧情
又完一季,一季,7,positive,剧情
越来越烦monica,monica,7,negative,剧情
已经是我生活中的一部分了他们,一部分,7,positive,情怀
瑞秋和罗斯这对真的纠纷缠缠。,秋罗斯,7,neutral,剧情
"10/10.
他们不完美，每个人都有缺点，都有自己的问题，但这并不妨碍他们成为最好的朋友和爱人。
本季稍露颓势，开始用回忆来填补，最后用婚礼来收场很完美，还用怀孕来吊起胃口。
这让我想起第四季菲比的怀孕，是不是丽莎库卓当时真的怀孕了？但用给同父异母的弟弟代孕这种情节我觉得有点离谱了。
第7集瑞秋突然变成了短发。
薇诺娜赖德和加里奥德曼的客串让我印象深刻，但最好的客串是凯瑟琳特纳，几个眼神就蕴含千言万语。",怀孕,7,neutral,剧情
乔伊和瑞秋的暗线从这里就开始了吧。钱德勒同居之后，乔伊和罗斯之间相处更多了一点。每一季都有1-2集是在怀念过去。钱德勒的爸妈太赞了！,暗线,7,positive,剧情
全剧最美是钱德勒的妈妈，全剧最美画面是爸爸妈妈挽着钱德勒送他“出嫁”。2000时代就可以有多元视角，也关注到了多元家庭孩子的婚恋之路和心声。不容易。,画面,7,positive,剧情
一口气看到第七季，睡前一集已经是必须。,第七,7,positive,剧情
编剧的想象力太强了。,想象力,7,positive,剧情
sheldon对座位的执念 不就是是Joey对Rosita之爱的科学强化版么= =,执念,7,neutral,剧情
又是狗血的一季啊。如果有“一场婚礼能写多少集连续剧”比赛，这一季当之无愧是冠军。你看，21集已经自证，紧凑点的话这些剧情能多快演完。,婚礼,7,positive,剧情
30岁,"",7,neutral,剧情
结尾那里 爱情公寓抄的干干净净 甚至都没加自己的东西 我看到这个结局 我就知道怀孕的不是莫妮卡而是瑞秋了??真的奇怪 没看过老友记 却一路被剧透了呢??,莫妮,7,negative,剧情
现在只锁定瑞秋乔伊和菲比的三人行了，嗯~,锁定,7,neutral,演员
盛大的婚礼，爱上自己最好的朋友是件很幸福的事。,婚礼,7,positive,剧情
莫妮卡和钱德终于结婚了。结尾的瑞秋看得心里好难受。,结婚,7,neutral,剧情
完婚恭喜！感觉第八季开始严肃，没这么喜剧了。,恭喜,7,neutral,剧情
就是觉得chanlder自从和monica订婚后就再没有以前那么好玩儿了，也可能跟本人在现实生活中吸毒的原因有关，感觉他的戏好少，非常想念前三季的他~,现实,7,neutral,演员
有时我以为big bang能超越friends在我心中地位，但只要看几分钟friends就意识到它还是无法超越的,超越,7,neutral,情怀
没想到第七季还能感动我这么多！每一集都有新感悟,感动,7,positive,剧情
我发现 有种感情用爱形容也弱爆了----致老友记,感情用,7,positive,情怀
跟第一季的心理排名完全变了！,排名,7,neutral,剧情
又赚了我一筐眼泪,眼泪,7,positive,剧情
可能走到了这一季该结婚了的缘故吧，很温情。,结婚,7,positive,剧情
越看到后面除了搞笑，感动更多。,感动,7,positive,情怀
钱德勒和莫妮卡终于结婚了！最后一集总是让我想起爱抄公寓，剧情不能说有关联，简直是完美汉化，真的是气死了。这里有最甜的爱情，最好的友谊，钱钱连给乔伊养老都有想好，真的太兄弟了，我哭死。罗斯和瑞秋互撕互损的贱兮兮的样子更好玩哈哈，虽然我想他们快点在一起，菲比嘛，一如既往的神，噗嗤。最后瑞秋怀孕的暗示，让我意识到，老友记就剩最后三季了，不知不觉我都看了七季，不舍的感觉已经来了......,结婚,7,positive,剧情
chandler 和 monica 终于结婚了,结婚,7,positive,剧情
已经开始觉得不好看了……因为里面的人开始越来越不可爱，只有乔伊依然保持着呆萌的风格……,可爱,7,negative,演员
Chandler又变帅了T^T！,变帅,7,positive,演员
沒想到monica和chandler真的結婚了 這季裡笑點和感動的點都好多 ross和joey一起睡覺的那邊真的是激萌的說,這季,7,positive,剧情
"喜欢老友记的人不会给其中任何一季五星以下 How lucky they are to have found each other..Congratulations, the Bings... 六人里最幸运的是Joey吧，有Chandler这样的好哥们儿愿意在他没钱时毫无怨言的养着他，还肯在他交不起房租时上赶着借他钱，这样的友情真是几辈子修来的福气，打着灯笼也难找~",幸运,7,positive,剧情
有些剧情很莫名其妙,莫名其妙,7,neutral,剧情
终于结婚啦~~修成正果！在豆瓣变成淫淫的最后一天看完了第七季~~结局有点悬念不过个人猜想应该是Ross的吧.....直觉啊直觉~,第七,7,neutral,剧情
现在所有人俺都喜欢~,喜欢,7,positive,演员
足足笑了一个礼拜。,礼拜,7,positive,剧情
这季明显不如之前了，前面很多集都笑不了两次，怎么分还那么高啊？我打一星来拉低一下,集都,7,negative,剧情
本来想试一下网上还有片源没，想着，看一集。然后，一口气，一季。舍不得看完但是停不下来啊！每一个镜头都太感动了。,镜头感,7,positive,剧情
继续爱Joey,joey,7,positive,情怀
今天一看才发现第七季也看完了TAT 果然是经典之中的经典啊！！！,发现,7,positive,情怀
钱德勒和莫妮卡喜结连理，终成眷属。一个月多看了七季，有一种看银魂时“看一集少一集”的感觉，属于在观看更多剧集后对每个人物形象有了更立体的形象了解后，渐入佳境的美剧。随之而来的还有我对乔伊和菲比的喜爱，他俩大概是在常人眼中非正常人类一挂，但个性鲜明又单纯。罗斯是我目前最不喜欢的角色。很可惜没有朋友一同观看，失去了情景喜剧观后闲聊的大乐趣，只能自己左右脑互相交谈。,随之而来,7,neutral,剧情
友情一样值得用一生去珍惜,值得一,7,positive,情怀
